,Start_Date,End_Date,volatility_forecast,annualized_volatility
103,2020-04-14,2025-04-14,4.01854684056538,63.792453432001935
104,2020-04-15,2025-04-15,3.7494749579592996,59.52106971494801
105,2020-04-16,2025-04-16,3.494050266421581,55.46632843986288
106,2020-04-17,2025-04-17,3.358143212253802,53.30887083937892
107,2020-04-18,2025-04-18,3.133656973598262,49.74526227794579
108,2020-04-19,2025-04-19,3.1336572363415947,49.74526644886689
109,2020-04-20,2025-04-20,3.133656187257723,49.74524979517672
110,2020-04-21,2025-04-21,3.1400047864678946,49.84603068327913
111,2020-04-22,2025-04-22,3.056782680791938,48.52492071206883
112,2020-04-23,2025-04-23,2.975268737010293,47.23092697028683
113,2020-04-24,2025-04-24,2.8189150483500396,44.74888910971093
114,2020-04-25,2025-04-25,2.7169346034479163,43.12999973489447
115,2020-04-26,2025-04-26,2.54162281830165,40.34701142251962
116,2020-04-27,2025-04-27,2.541619719923279,40.3469622372878
117,2020-04-28,2025-04-28,2.536368644593874,40.26360400066417
118,2020-04-29,2025-04-29,2.365056857688777,37.5441136918343
119,2020-04-30,2025-04-30,2.200900091824957,34.93820582080835
120,2020-05-01,2025-05-01,2.0344174349685145,32.29537557492365
121,2020-05-02,2025-05-02,1.8872518097179045,29.959193699221004
122,2020-05-03,2025-05-03,1.8160155727494445,28.82835349509334
123,2020-05-04,2025-05-04,1.8160091614951,28.82825171958581
124,2020-05-05,2025-05-05,1.814574333770186,28.805474535579755
125,2020-05-06,2025-05-06,1.6862699893424042,26.768706210669237
126,2020-05-07,2025-05-07,1.5904729959763733,25.247976085903904
127,2020-05-08,2025-05-08,1.4594977077169782,23.16880784212776
128,2020-05-09,2025-05-09,1.3447933792705695,21.347933077896545
129,2020-05-10,2025-05-10,1.2268822411474147,19.476151788225817
130,2020-05-11,2025-05-11,1.226888036978658,19.476243794194477
131,2020-05-12,2025-05-12,1.2297757591882121,19.522084963125987
132,2020-05-13,2025-05-13,1.6737730706561658,26.57032377667894
133,2020-05-14,2025-05-14,1.5660093783874536,24.859628196048302
134,2020-05-15,2025-05-15,1.4498936718809146,23.0163484996991
135,2020-05-16,2025-05-16,1.3512424000650778,21.450308109229464
136,2020-05-17,2025-05-17,1.2669227479285516,20.11177512809712
137,2020-05-18,2025-05-18,1.2669204459258423,20.111738584936997
138,2020-05-19,2025-05-19,1.2670419251245517,20.113667007432515
139,2020-05-20,2025-05-20,1.1741481476665816,18.639024006437513
140,2020-05-21,2025-05-21,1.1032669745835901,17.513820266752788
141,2020-05-22,2025-05-22,1.2320965703498177,19.558926698167294
142,2020-05-23,2025-05-23,1.1482004075154133,18.22711640129281
143,2020-05-24,2025-05-24,1.1108523397090941,17.634234205107024
144,2020-05-25,2025-05-25,1.110854902101315,17.634274881822492
145,2020-05-26,2025-05-26,1.110855049084597,17.634277215109755
146,2020-05-27,2025-05-27,1.1112106689999985,17.639922506254244
147,2020-05-28,2025-05-28,1.258056698820657,19.971030961790063
148,2020-05-29,2025-05-29,1.1996148019195285,19.043294609706493
149,2020-05-30,2025-05-30,1.1234921161307188,17.834884435341483
150,2020-05-31,2025-05-31,1.0542001078376582,16.7349079046155
151,2020-06-01,2025-06-01,1.0541980489432101,16.734875220679392
152,2020-06-02,2025-06-02,1.0520723580755034,16.70113092427847
153,2020-06-03,2025-06-03,0.9969395270220363,15.825924364023992
154,2020-06-04,2025-06-04,0.945623278228471,15.011304168877041
155,2020-06-05,2025-06-05,0.8921231091988306,14.162015314762952
156,2020-06-06,2025-06-06,0.8661086291970838,13.749048247335239
157,2020-06-07,2025-06-07,0.8820996884582814,14.00289844336899
158,2020-06-08,2025-06-08,0.8820994805166762,14.002895142398343
159,2020-06-09,2025-06-09,0.8792433706837591,13.957555804388434
160,2020-06-10,2025-06-10,0.8249565394809494,13.095779075418177
161,2020-06-11,2025-06-11,0.8018157755990227,12.728430837140316
162,2020-06-12,2025-06-12,0.7734024187400412,12.277382780171939
163,2020-06-13,2025-06-13,0.7398980436220471,11.745517313802942
164,2020-06-14,2025-06-14,0.8379294395631818,13.301717479823436
165,2020-06-15,2025-06-15,0.8379295293617544,13.301718905331581
166,2020-06-16,2025-06-16,0.8387807594381458,13.315231763875364
167,2020-06-17,2025-06-17,0.8484522891449615,13.46876253828621
168,2020-06-18,2025-06-18,0.8749489797614234,13.889384461910472
169,2020-06-19,2025-06-19,0.8265629977929664,13.121280810529315
170,2020-06-20,2025-06-20,0.825848833307561,13.109943800787853
171,2020-06-21,2025-06-21,0.7916264655284606,12.566680554272116
172,2020-06-22,2025-06-22,0.791626942185005,12.56668812096018
173,2020-06-23,2025-06-23,0.7906784428474773,12.551631160765334
174,2020-06-24,2025-06-24,0.8147756252470104,12.934162072324497
175,2020-06-25,2025-06-25,0.8500402493823277,13.49397062556579
176,2020-06-26,2025-06-26,0.803625939586127,12.757166299593056
177,2020-06-27,2025-06-27,0.7987843383705576,12.680308263010588
178,2020-06-28,2025-06-28,0.7695205551956691,12.215760106800559
179,2020-06-29,2025-06-29,0.7695214341339393,12.215774059513043
180,2020-06-30,2025-06-30,0.7700716806995778,12.224508952947724
181,2020-07-01,2025-07-01,0.7430077125733704,11.794881778032584
182,2020-07-02,2025-07-02,0.7093923253487399,11.261254049103522
183,2020-07-03,2025-07-03,0.688760050585779,10.933726841077432
184,2020-07-04,2025-07-04,0.7024105276277413,11.150421446260005
185,2020-07-05,2025-07-05,0.7024098663729788,11.150410949166075
186,2020-07-06,2025-07-06,0.70241013410171,11.150415199227925
187,2020-07-07,2025-07-07,0.702395467558296,11.150182375069127
188,2020-07-08,2025-07-08,0.7419931332984321,11.778775831351501
189,2020-07-09,2025-07-09,0.7094896230454032,11.262798602154586
190,2020-07-10,2025-07-10,0.6998670163051852,11.110044455761843
191,2020-07-11,2025-07-11,0.6716027193073701,10.661362650732114
192,2020-07-12,2025-07-12,0.66674387205568,10.584230841813582
193,2020-07-13,2025-07-13,0.666745014819591,10.584248982628278
194,2020-07-14,2025-07-14,0.6673140582020484,10.593282266279413
195,2020-07-15,2025-07-15,0.6406871211814151,10.170592745087564
196,2020-07-16,2025-07-16,0.6480574222974887,10.28759264813232
197,2020-07-17,2025-07-17,0.6271598534720054,9.95585402742381
198,2020-07-18,2025-07-18,0.6306679299647874,10.011543015304365
199,2020-07-19,2025-07-19,0.6109603269543559,9.698694516287627
200,2020-07-20,2025-07-20,0.6109610636369406,9.698706210761115
201,2020-07-21,2025-07-21,0.6105703037142978,9.692503089295252
202,2020-07-22,2025-07-22,0.5889074371322688,9.34861574333033
203,2020-07-23,2025-07-23,0.5704738170485477,9.0559910963053
204,2020-07-24,2025-07-24,0.6168888673675512,9.792807177713094
205,2020-07-25,2025-07-25,0.5948743120312072,9.443336945851277
206,2020-07-26,2025-07-26,0.5848862424746283,9.284781257105339
207,2020-07-27,2025-07-27,0.584885004929592,9.284761611686925
208,2020-07-28,2025-07-28,0.5848770046016739,9.284634610418456
209,2020-07-29,2025-07-29,0.5680306973486159,9.017207773410206
210,2020-07-30,2025-07-30,0.5690677827787508,9.033670994228999
211,2020-07-31,2025-07-31,0.558481194707328,8.865614118610992
212,2020-08-01,2025-08-01,0.5727354766697281,9.091893829752818
213,2020-08-02,2025-08-02,0.8571564601867983,13.60693696996023
214,2020-08-03,2025-08-03,0.857157079297119,13.606946798031888
215,2020-08-04,2025-08-04,0.8567501275142728,13.600486638753855
216,2020-08-05,2025-08-05,0.96286431256949,15.284997104148204
217,2020-08-06,2025-08-06,0.9302179121404285,14.76675156372783
218,2020-08-07,2025-08-07,0.9047782216984901,14.362908997688814
219,2020-08-08,2025-08-08,0.8527707019915207,13.537315216989224
220,2020-08-09,2025-08-09,0.8402125783113126,13.337961183840692
221,2020-08-10,2025-08-10,0.840211986462178,13.337951788526949
222,2020-08-11,2025-08-11,0.8404511982876474,13.341749158532096
223,2020-08-12,2025-08-12,0.8024752685529766,12.738899963225684
224,2020-08-13,2025-08-13,0.8345481530701313,13.248041220790995
225,2020-08-14,2025-08-14,0.7915704557900846,12.565791427239672
226,2020-08-15,2025-08-15,0.7506943310338796,11.916903063249856
227,2020-08-16,2025-08-16,0.7250933952440044,11.5105008066666
228,2020-08-17,2025-08-17,0.7250929371804952,11.51049353513382
229,2020-08-18,2025-08-18,0.7247036414260571,11.504313656617642
230,2020-08-19,2025-08-19,0.6922410895070064,10.988986620815657
231,2020-08-20,2025-08-20,0.7026555958890159,11.154311784301411
232,2020-08-21,2025-08-21,0.6843369200396662,10.863511820429105
233,2020-08-22,2025-08-22,0.6799239575695438,10.793458212983074
234,2020-08-23,2025-08-23,0.8257784484661255,13.10882647606881
235,2020-08-24,2025-08-24,0.8257785904766473,13.108828730415956
236,2020-08-25,2025-08-25,0.8246270754900503,13.090548996702958
237,2020-08-26,2025-08-26,0.8049099299544406,12.777549014795214
238,2020-08-27,2025-08-27,0.7704253687742519,12.230123577071387
239,2020-08-28,2025-08-28,0.7333150602779862,11.641015692923348
240,2020-08-29,2025-08-29,0.7039882753986325,11.175467415660192
241,2020-08-30,2025-08-30,0.7181973612976167,11.401029661537793
242,2020-08-31,2025-08-31,0.7181968867100185,11.401022127693231
243,2020-09-01,2025-09-01,0.7181179936578825,11.399769739316497
244,2020-09-02,2025-09-02,0.7182046588257571,11.401145506205664
245,2020-09-03,2025-09-03,0.748920994521724,11.88875221883789
246,2020-09-04,2025-09-04,0.7291614080355909,11.575078507727206
247,2020-09-05,2025-09-05,0.741184310405089,11.765936165968613
248,2020-09-06,2025-09-06,0.7202789897265602,11.434074488407953
249,2020-09-07,2025-09-07,0.7202793240705269,11.434079795953881
250,2020-09-08,2025-09-08,0.7202787411842525,11.434070542921134
251,2020-09-09,2025-09-09,0.6891250271394989,10.939520664250505
252,2020-09-10,2025-09-10,0.6607761158749854,10.489495649378464
253,2020-09-11,2025-09-11,0.6361963345624415,10.0993037175784
254,2020-09-12,2025-09-12,0.6635062187230467,10.53283468851606
255,2020-09-13,2025-09-13,0.6380911787753063,10.1293834369411
256,2020-09-14,2025-09-14,0.638090955155609,10.129379887088456
257,2020-09-15,2025-09-15,0.637847113500651,10.125509020818674
258,2020-09-16,2025-09-16,0.6305067398012586,10.008984200785445
259,2020-09-17,2025-09-17,0.6129842201366503,9.730822824530689
260,2020-09-18,2025-09-18,0.5967761926363092,9.473528364477898
261,2020-09-19,2025-09-19,0.58955719020384,9.358930253576196
262,2020-09-20,2025-09-20,0.5852567339195581,9.290662626462307
263,2020-09-21,2025-09-21,0.5852561696250108,9.290653668564078
264,2020-09-22,2025-09-22,0.5853619920943278,9.29233354818569
265,2020-09-23,2025-09-23,0.5794415515547604,9.198349468267848
266,2020-09-24,2025-09-24,0.6101964020941089,9.686567585084308
267,2020-09-25,2025-09-25,0.6086302337002226,9.661705432595474
268,2020-09-26,2025-09-26,0.6227481726172124,9.885820764990406
269,2020-09-27,2025-09-27,0.6211967783048172,9.86119314377442
270,2020-09-28,2025-09-28,0.6211967833720772,9.861193224214679
271,2020-09-29,2025-09-29,0.621011183820618,9.858246922675042
272,2020-09-30,2025-09-30,0.599641186823858,9.519008737245297
273,2020-10-01,2025-10-01,0.5851943074883709,9.289671637589354
274,2020-10-02,2025-10-02,0.5703657282207415,9.054275239358022
275,2020-10-03,2025-10-03,0.5512096543275866,8.750181993652033
276,2020-10-04,2025-10-04,0.5352643706624437,8.497058462677941
277,2020-10-05,2025-10-05,0.5352643885690455,8.497058746936432
278,2020-10-06,2025-10-06,0.535525342724375,8.501201265727977
279,2020-10-07,2025-10-07,0.5272933960295144,8.37052316316473
280,2020-10-08,2025-10-08,0.5435155741129462,8.628042256760105
281,2020-10-09,2025-10-09,0.5556074749370099,8.819995231511284
282,2020-10-10,2025-10-10,0.5584634497026092,8.865332425393994
283,2020-10-11,2025-10-11,1.1591179350204726,18.400426777553378
284,2020-10-12,2025-10-12,1.1591196291661598,18.400453671282417
285,2020-10-13,2025-10-13,1.1586383696794016,18.3928139137741
286,2020-10-14,2025-10-14,1.2009567490471862,19.06459735994077
287,2020-10-15,2025-10-15,1.11857540949778,17.756834137220178
288,2020-10-16,2025-10-16,1.0496988607089959,16.663452821662997
289,2020-10-17,2025-10-17,1.0250020150340013,16.27140255072034
290,2020-10-18,2025-10-18,0.9739168565568102,15.460450800618512
291,2020-10-19,2025-10-19,0.9739161715273494,15.460439926112949
292,2020-10-20,2025-10-20,0.9729699849055274,15.445419679141766
293,2020-10-21,2025-10-21,0.9710778646056928,15.415383200557889
294,2020-10-22,2025-10-22,0.9120618664493103,14.478533273581682
295,2020-10-23,2025-10-23,0.8874206039281186,14.087365357851304
296,2020-10-24,2025-10-24,0.853880448077128,13.55493188995489
297,2020-10-25,2025-10-25,0.8438646502906756,13.395936029205703
298,2020-10-26,2025-10-26,0.8438649038667837,13.395940054601626
299,2020-10-27,2025-10-27,0.8429632241780044,13.381626333289137
300,2020-10-28,2025-10-28,0.8821407425337573,14.003550156613079
301,2020-10-29,2025-10-29,0.8328989085077518,13.221860275011906
302,2020-10-30,2025-10-30,0.7873877825812232,12.499393548483074
303,2020-10-31,2025-10-31,0.8646530236356743,13.725941225400287
304,2020-11-01,2025-11-01,0.8192309726618289,13.004888519908521
305,2020-11-02,2025-11-02,0.8192315105279709,13.004897058268824
306,2020-11-03,2025-11-03,0.8197270984454422,13.01276427256321
307,2020-11-04,2025-11-04,0.7771299533014658,12.336555556889504
308,2020-11-05,2025-11-05,0.8707559319810004,13.822821891936009
309,2020-11-06,2025-11-06,0.8260285698869987,13.112797030532015
310,2020-11-07,2025-11-07,0.8879232857037174,14.095345183652336
